              time_d	                  pH	         Olivine_mol	       Magnesite_mol	        Siderite_mol	      CHalcedony_mol	         Fe(OH)3_mol	        Mg_molkgx1e5	        Fe_molkgx1e5	        Si_molkgx1e5	         C_molkgx1e5	      HCO3_molkgx1e5	    MgHCO3_molkgx1e5	    FeHCO3_molkgx1e5	       CO3_molkgx1e5	     CO2aq_molkgx1e5	
  1.285000000000e+03	  8.420305456500e+00	  1.343610744715e-03	  3.297068060559e-02	  3.737823967121e-03	  1.838731794523e-02	  0.000000000000e+00	  6.828355352983e+01	  1.453916902421e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802420e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.286000000000e+03	  8.420305456500e+00	  1.339063338275e-03	  3.297886593718e-02	  3.738733448411e-03	  1.839186535167e-02	  0.000000000000e+00	  6.828355352981e+01	  1.453916900098e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802419e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.287000000000e+03	  8.420305456500e+00	  1.334526255036e-03	  3.298703268701e-02	  3.739640865061e-03	  1.839640243491e-02	  0.000000000000e+00	  6.828355352980e+01	  1.453916898170e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363514e+02	  8.310893802419e-01	  1.025915854981e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.288000000000e+03	  8.420305456500e+00	  1.329999483092e-03	  3.299518087651e-02	  3.740546219441e-03	  1.840092920686e-02	  0.000000000000e+00	  6.828355352986e+01	  1.453916907347e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802422e-01	  1.025915854981e-02	  1.910650113031e+00	  1.019961177004e+00	
  1.289000000000e+03	  8.420305456500e+00	  1.325483010538e-03	  3.300331052711e-02	  3.741449513962e-03	  1.840544567941e-02	  0.000000000000e+00	  6.828355352979e+01	  1.453916896383e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363514e+02	  8.310893802418e-01	  1.025915854980e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.290000000000e+03	  8.420305456500e+00	  1.320976825470e-03	  3.301142166023e-02	  3.742350750965e-03	  1.840995186448e-02	  0.000000000000e+00	  6.828355352986e+01	  1.453916907037e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802422e-01	  1.025915854981e-02	  1.910650113031e+00	  1.019961177004e+00	
  1.291000000000e+03	  8.420305456499e+00	  1.316480915982e-03	  3.301951429731e-02	  3.743249932858e-03	  1.841444777397e-02	  0.000000000000e+00	  6.828355352989e+01	  1.453916912253e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802424e-01	  1.025915854981e-02	  1.910650113030e+00	  1.019961177004e+00	
  1.292000000000e+03	  8.420305456499e+00	  1.311995270171e-03	  3.302758845977e-02	  3.744147062019e-03	  1.841893341978e-02	  0.000000000000e+00	  6.828355352990e+01	  1.453916913501e-01	  3.090783175338e+01	  1.330815141265e+02	  1.284343363513e+02	  8.310893802425e-01	  1.025915854981e-02	  1.910650113030e+00	  1.019961177004e+00	
  1.293000000000e+03	  8.420305456500e+00	  1.307519876132e-03	  3.303564416904e-02	  3.745042140844e-03	  1.842340881382e-02	  0.000000000000e+00	  6.828355352979e+01	  1.453916896188e-01	  3.090783175338e+01	  1.330815141267e+02	  1.284343363514e+02	  8.310893802418e-01	  1.025915854980e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.294000000000e+03	  8.420305456500e+00	  1.303054721964e-03	  3.304368144654e-02	  3.745935171667e-03	  1.842787396798e-02	  0.000000000000e+00	  6.828355352986e+01	  1.453916906673e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802422e-01	  1.025915854981e-02	  1.910650113031e+00	  1.019961177004e+00	
  1.295000000000e+03	  8.420305456500e+00	  1.298599795762e-03	  3.305170031371e-02	  3.746826156908e-03	  1.843232889419e-02	  0.000000000000e+00	  6.828355352985e+01	  1.453916905939e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802422e-01	  1.025915854981e-02	  1.910650113031e+00	  1.019961177004e+00	
  1.296000000000e+03	  8.420305456500e+00	  1.294155085624e-03	  3.305970079195e-02	  3.747715098941e-03	  1.843677360432e-02	  0.000000000000e+00	  6.828355352982e+01	  1.453916900461e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802420e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.297000000000e+03	  8.420305456500e+00	  1.289720579648e-03	  3.306768290271e-02	  3.748602000136e-03	  1.844120811030e-02	  0.000000000000e+00	  6.828355352982e+01	  1.453916900838e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802420e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.298000000000e+03	  8.420305456500e+00	  1.285296265933e-03	  3.307564666740e-02	  3.749486862884e-03	  1.844563242401e-02	  0.000000000000e+00	  6.828355352978e+01	  1.453916895567e-01	  3.090783175338e+01	  1.330815141267e+02	  1.284343363514e+02	  8.310893802418e-01	  1.025915854980e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.299000000000e+03	  8.420305456500e+00	  1.280882132578e-03	  3.308359210744e-02	  3.750369689550e-03	  1.845004655737e-02	  0.000000000000e+00	  6.828355352982e+01	  1.453916901191e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802420e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.300000000000e+03	  8.420305456500e+00	  1.276478167681e-03	  3.309151924425e-02	  3.751250482529e-03	  1.845445052227e-02	  0.000000000000e+00	  6.828355352982e+01	  1.453916901613e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802420e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.301000000000e+03	  8.420305456500e+00	  1.272084359342e-03	  3.309942809926e-02	  3.752129244196e-03	  1.845884433061e-02	  0.000000000000e+00	  6.828355352983e+01	  1.453916901818e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802420e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.302000000000e+03	  8.420305456500e+00	  1.267700695661e-03	  3.310731869389e-02	  3.753005976931e-03	  1.846322799429e-02	  0.000000000000e+00	  6.828355352984e+01	  1.453916903418e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802421e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.303000000000e+03	  8.420305456500e+00	  1.263327164738e-03	  3.311519104955e-02	  3.753880683116e-03	  1.846760152521e-02	  0.000000000000e+00	  6.828355352983e+01	  1.453916903050e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802421e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.304000000000e+03	  8.420305456500e+00	  1.258963754675e-03	  3.312304518766e-02	  3.754753365122e-03	  1.847196493527e-02	  0.000000000000e+00	  6.828355352988e+01	  1.453916909434e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802423e-01	  1.025915854981e-02	  1.910650113031e+00	  1.019961177004e+00	
  1.305000000000e+03	  8.420305456499e+00	  1.254610453573e-03	  3.313088112964e-02	  3.755624025339e-03	  1.847631823637e-02	  0.000000000000e+00	  6.828355352990e+01	  1.453916912596e-01	  3.090783175338e+01	  1.330815141265e+02	  1.284343363513e+02	  8.310893802424e-01	  1.025915854981e-02	  1.910650113030e+00	  1.019961177004e+00	
  1.306000000000e+03	  8.420305456500e+00	  1.250267249532e-03	  3.313869889692e-02	  3.756492666158e-03	  1.848066144042e-02	  0.000000000000e+00	  6.828355352983e+01	  1.453916902409e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802420e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.307000000000e+03	  8.420305456500e+00	  1.245934130656e-03	  3.314649851089e-02	  3.757359289935e-03	  1.848499455929e-02	  0.000000000000e+00	  6.828355352981e+01	  1.453916899859e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802419e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.308000000000e+03	  8.420305456500e+00	  1.241611085047e-03	  3.315427999299e-02	  3.758223899047e-03	  1.848931760490e-02	  0.000000000000e+00	  6.828355352988e+01	  1.453916909644e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802423e-01	  1.025915854981e-02	  1.910650113031e+00	  1.019961177004e+00	
  1.309000000000e+03	  8.420305456499e+00	  1.237298100807e-03	  3.316204336462e-02	  3.759086495893e-03	  1.849363058914e-02	  0.000000000000e+00	  6.828355352989e+01	  1.453916912365e-01	  3.090783175338e+01	  1.330815141265e+02	  1.284343363513e+02	  8.310893802424e-01	  1.025915854981e-02	  1.910650113030e+00	  1.019961177004e+00	
  1.310000000000e+03	  8.420305456499e+00	  1.232995166040e-03	  3.316978864720e-02	  3.759947082844e-03	  1.849793352391e-02	  0.000000000000e+00	  6.828355352991e+01	  1.453916914215e-01	  3.090783175338e+01	  1.330815141265e+02	  1.284343363513e+02	  8.310893802425e-01	  1.025915854981e-02	  1.910650113030e+00	  1.019961177004e+00	
  1.311000000000e+03	  8.420305456499e+00	  1.228702268850e-03	  3.317751586214e-02	  3.760805662278e-03	  1.850222642110e-02	  0.000000000000e+00	  6.828355352994e+01	  1.453916918771e-01	  3.090783175338e+01	  1.330815141265e+02	  1.284343363512e+02	  8.310893802427e-01	  1.025915854982e-02	  1.910650113030e+00	  1.019961177004e+00	
  1.312000000000e+03	  8.420305456499e+00	  1.224419397340e-03	  3.318522503086e-02	  3.761662236580e-03	  1.850650929261e-02	  0.000000000000e+00	  6.828355352994e+01	  1.453916918481e-01	  3.090783175338e+01	  1.330815141265e+02	  1.284343363512e+02	  8.310893802427e-01	  1.025915854982e-02	  1.910650113030e+00	  1.019961177004e+00	
  1.313000000000e+03	  8.420305456499e+00	  1.220146539616e-03	  3.319291617477e-02	  3.762516808124e-03	  1.851078215033e-02	  0.000000000000e+00	  6.828355352994e+01	  1.453916919542e-01	  3.090783175338e+01	  1.330815141265e+02	  1.284343363512e+02	  8.310893802427e-01	  1.025915854982e-02	  1.910650113029e+00	  1.019961177004e+00	
  1.314000000000e+03	  8.420305456499e+00	  1.215883683782e-03	  3.320058931527e-02	  3.763369379297e-03	  1.851504500617e-02	  0.000000000000e+00	  6.828355352990e+01	  1.453916913175e-01	  3.090783175338e+01	  1.330815141265e+02	  1.284343363513e+02	  8.310893802425e-01	  1.025915854981e-02	  1.910650113030e+00	  1.019961177004e+00	
  1.315000000000e+03	  8.420305456500e+00	  1.211630817943e-03	  3.320824447378e-02	  3.764219952479e-03	  1.851929787200e-02	  0.000000000000e+00	  6.828355352981e+01	  1.453916898650e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802419e-01	  1.025915854981e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.316000000000e+03	  8.420305456500e+00	  1.207387930206e-03	  3.321588167171e-02	  3.765068530016e-03	  1.852354075974e-02	  0.000000000000e+00	  6.828355352988e+01	  1.453916909422e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802423e-01	  1.025915854981e-02	  1.910650113031e+00	  1.019961177004e+00	
  1.317000000000e+03	  8.420305456500e+00	  1.203155008676e-03	  3.322350093046e-02	  3.765915114326e-03	  1.852777368127e-02	  0.000000000000e+00	  6.828355352985e+01	  1.453916905372e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802422e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.318000000000e+03	  8.420305456500e+00	  1.198932041460e-03	  3.323110227145e-02	  3.766759707771e-03	  1.853199664849e-02	  0.000000000000e+00	  6.828355352983e+01	  1.453916903069e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802421e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.319000000000e+03	  8.420305456500e+00	  1.194719016666e-03	  3.323868571608e-02	  3.767602312724e-03	  1.853620967328e-02	  0.000000000000e+00	  6.828355352988e+01	  1.453916909665e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802423e-01	  1.025915854981e-02	  1.910650113031e+00	  1.019961177004e+00	
  1.320000000000e+03	  8.420305456500e+00	  1.190515922400e-03	  3.324625128576e-02	  3.768442931580e-03	  1.854041276755e-02	  0.000000000000e+00	  6.828355352985e+01	  1.453916906200e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802422e-01	  1.025915854981e-02	  1.910650113031e+00	  1.019961177004e+00	
  1.321000000000e+03	  8.420305456500e+00	  1.186322746771e-03	  3.325379900189e-02	  3.769281566712e-03	  1.854460594318e-02	  0.000000000000e+00	  6.828355352982e+01	  1.453916900360e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802420e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.322000000000e+03	  8.420305456500e+00	  1.182139477887e-03	  3.326132888588e-02	  3.770118220487e-03	  1.854878921206e-02	  0.000000000000e+00	  6.828355352983e+01	  1.453916902363e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802420e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.323000000000e+03	  8.420305456500e+00	  1.177966103856e-03	  3.326884095914e-02	  3.770952895288e-03	  1.855296258609e-02	  0.000000000000e+00	  6.828355352986e+01	  1.453916907108e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802422e-01	  1.025915854981e-02	  1.910650113031e+00	  1.019961177004e+00	
  1.324000000000e+03	  8.420305456500e+00	  1.173802612787e-03	  3.327633524306e-02	  3.771785593504e-03	  1.855712607716e-02	  0.000000000000e+00	  6.828355352985e+01	  1.453916905346e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802421e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.325000000000e+03	  8.420305456500e+00	  1.169648992791e-03	  3.328381175905e-02	  3.772616317513e-03	  1.856127969716e-02	  0.000000000000e+00	  6.828355352978e+01	  1.453916895545e-01	  3.090783175338e+01	  1.330815141267e+02	  1.284343363514e+02	  8.310893802418e-01	  1.025915854980e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.326000000000e+03	  8.420305456500e+00	  1.165505231978e-03	  3.329127052852e-02	  3.773445069668e-03	  1.856542345797e-02	  0.000000000000e+00	  6.828355352984e+01	  1.453916903278e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802421e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.327000000000e+03	  8.420305456500e+00	  1.161371318456e-03	  3.329871157286e-02	  3.774271852379e-03	  1.856955737149e-02	  0.000000000000e+00	  6.828355352979e+01	  1.453916896709e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363514e+02	  8.310893802418e-01	  1.025915854980e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.328000000000e+03	  8.420305456500e+00	  1.157247240338e-03	  3.330613491347e-02	  3.775096667993e-03	  1.857368144961e-02	  0.000000000000e+00	  6.828355352985e+01	  1.453916906073e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802422e-01	  1.025915854981e-02	  1.910650113031e+00	  1.019961177004e+00	
  1.329000000000e+03	  8.420305456500e+00	  1.153132985735e-03	  3.331354057175e-02	  3.775919518917e-03	  1.857779570421e-02	  0.000000000000e+00	  6.828355352983e+01	  1.453916902417e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802420e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.330000000000e+03	  8.420305456500e+00	  1.149028542758e-03	  3.332092856911e-02	  3.776740407514e-03	  1.858190014719e-02	  0.000000000000e+00	  6.828355352982e+01	  1.453916900829e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802420e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.331000000000e+03	  8.420305456500e+00	  1.144933899520e-03	  3.332829892694e-02	  3.777559336161e-03	  1.858599479043e-02	  0.000000000000e+00	  6.828355352983e+01	  1.453916901780e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802420e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.332000000000e+03	  8.420305456500e+00	  1.140849044132e-03	  3.333565166664e-02	  3.778376307243e-03	  1.859007964582e-02	  0.000000000000e+00	  6.828355352979e+01	  1.453916896994e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363514e+02	  8.310893802418e-01	  1.025915854981e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.333000000000e+03	  8.420305456500e+00	  1.136773964708e-03	  3.334298680960e-02	  3.779191323125e-03	  1.859415472524e-02	  0.000000000000e+00	  6.828355352981e+01	  1.453916900174e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802419e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.334000000000e+03	  8.420305456500e+00	  1.132708649362e-03	  3.335030437722e-02	  3.780004386188e-03	  1.859822004059e-02	  0.000000000000e+00	  6.828355352985e+01	  1.453916905993e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802422e-01	  1.025915854981e-02	  1.910650113031e+00	  1.019961177004e+00	
  1.335000000000e+03	  8.420305456500e+00	  1.128653086206e-03	  3.335760439091e-02	  3.780815498830e-03	  1.860227560374e-02	  0.000000000000e+00	  6.828355352978e+01	  1.453916895387e-01	  3.090783175338e+01	  1.330815141267e+02	  1.284343363514e+02	  8.310893802418e-01	  1.025915854980e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.336000000000e+03	  8.420305456500e+00	  1.124607263356e-03	  3.336488687204e-02	  3.781624663392e-03	  1.860632142659e-02	  0.000000000000e+00	  6.828355352984e+01	  1.453916903550e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802421e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.337000000000e+03	  8.420305456500e+00	  1.120571168925e-03	  3.337215184201e-02	  3.782431882281e-03	  1.861035752102e-02	  0.000000000000e+00	  6.828355352982e+01	  1.453916900231e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802420e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.338000000000e+03	  8.420305456500e+00	  1.116544791030e-03	  3.337939932222e-02	  3.783237157865e-03	  1.861438389892e-02	  0.000000000000e+00	  6.828355352978e+01	  1.453916895198e-01	  3.090783175338e+01	  1.330815141267e+02	  1.284343363514e+02	  8.310893802418e-01	  1.025915854980e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.339000000000e+03	  8.420305456500e+00	  1.112528117785e-03	  3.338662933406e-02	  3.784040492513e-03	  1.861840057216e-02	  0.000000000000e+00	  6.828355352979e+01	  1.453916896371e-01	  3.090783175338e+01	  1.330815141267e+02	  1.284343363514e+02	  8.310893802418e-01	  1.025915854980e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.340000000000e+03	  8.420305456500e+00	  1.108521137306e-03	  3.339384189893e-02	  3.784841888603e-03	  1.862240755264e-02	  0.000000000000e+00	  6.828355352983e+01	  1.453916902231e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802420e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.341000000000e+03	  8.420305456500e+00	  1.104523837710e-03	  3.340103703820e-02	  3.785641348524e-03	  1.862640485224e-02	  0.000000000000e+00	  6.828355352981e+01	  1.453916900130e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802419e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.342000000000e+03	  8.420305456500e+00	  1.100536207113e-03	  3.340821477327e-02	  3.786438874641e-03	  1.863039248283e-02	  0.000000000000e+00	  6.828355352983e+01	  1.453916902833e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802421e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.343000000000e+03	  8.420305456500e+00	  1.096558233633e-03	  3.341537512554e-02	  3.787234469342e-03	  1.863437045631e-02	  0.000000000000e+00	  6.828355352980e+01	  1.453916897616e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363514e+02	  8.310893802418e-01	  1.025915854981e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.344000000000e+03	  8.420305456500e+00	  1.092589905388e-03	  3.342251811638e-02	  3.788028134980e-03	  1.863833878456e-02	  0.000000000000e+00	  6.828355352987e+01	  1.453916909299e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802423e-01	  1.025915854981e-02	  1.910650113031e+00	  1.019961177004e+00	
  1.345000000000e+03	  8.420305456500e+00	  1.088631210494e-03	  3.342964376719e-02	  3.788819873965e-03	  1.864229747945e-02	  0.000000000000e+00	  6.828355352983e+01	  1.453916903057e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802421e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.346000000000e+03	  8.420305456500e+00	  1.084682137072e-03	  3.343675209935e-02	  3.789609688656e-03	  1.864624655288e-02	  0.000000000000e+00	  6.828355352979e+01	  1.453916896516e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363514e+02	  8.310893802418e-01	  1.025915854980e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.347000000000e+03	  8.420305456500e+00	  1.080742673239e-03	  3.344384313425e-02	  3.790397581424e-03	  1.865018601671e-02	  0.000000000000e+00	  6.828355352978e+01	  1.453916894761e-01	  3.090783175338e+01	  1.330815141267e+02	  1.284343363514e+02	  8.310893802417e-01	  1.025915854980e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.348000000000e+03	  8.420305456500e+00	  1.076812807116e-03	  3.345091689327e-02	  3.791183554647e-03	  1.865411588283e-02	  0.000000000000e+00	  6.828355352979e+01	  1.453916896731e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363514e+02	  8.310893802418e-01	  1.025915854981e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.349000000000e+03	  8.420305456500e+00	  1.072892526822e-03	  3.345797339780e-02	  3.791967610707e-03	  1.865803616313e-02	  0.000000000000e+00	  6.828355352978e+01	  1.453916895207e-01	  3.090783175338e+01	  1.330815141267e+02	  1.284343363514e+02	  8.310893802418e-01	  1.025915854980e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.350000000000e+03	  8.420305456500e+00	  1.068981820476e-03	  3.346501266922e-02	  3.792749751969e-03	  1.866194686947e-02	  0.000000000000e+00	  6.828355352983e+01	  1.453916902115e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802420e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.351000000000e+03	  8.420305456499e+00	  1.065080676201e-03	  3.347203472891e-02	  3.793529980813e-03	  1.866584801375e-02	  0.000000000000e+00	  6.828355352990e+01	  1.453916913661e-01	  3.090783175338e+01	  1.330815141265e+02	  1.284343363513e+02	  8.310893802425e-01	  1.025915854981e-02	  1.910650113030e+00	  1.019961177004e+00	
  1.352000000000e+03	  8.420305456500e+00	  1.061189082117e-03	  3.347903959827e-02	  3.794308299647e-03	  1.866973960783e-02	  0.000000000000e+00	  6.828355352979e+01	  1.453916896378e-01	  3.090783175338e+01	  1.330815141267e+02	  1.284343363514e+02	  8.310893802418e-01	  1.025915854980e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.353000000000e+03	  8.420305456500e+00	  1.057307026345e-03	  3.348602729865e-02	  3.795084710795e-03	  1.867362166360e-02	  0.000000000000e+00	  6.828355352983e+01	  1.453916902204e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802420e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.354000000000e+03	  8.420305456499e+00	  1.053434497008e-03	  3.349299785146e-02	  3.795859216652e-03	  1.867749419294e-02	  0.000000000000e+00	  6.828355352990e+01	  1.453916913511e-01	  3.090783175338e+01	  1.330815141265e+02	  1.284343363513e+02	  8.310893802425e-01	  1.025915854981e-02	  1.910650113030e+00	  1.019961177004e+00	
  1.355000000000e+03	  8.420305456500e+00	  1.049571482227e-03	  3.349995127807e-02	  3.796631819615e-03	  1.868135720772e-02	  0.000000000000e+00	  6.828355352985e+01	  1.453916906069e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802422e-01	  1.025915854981e-02	  1.910650113031e+00	  1.019961177004e+00	
  1.356000000000e+03	  8.420305456500e+00	  1.045717970127e-03	  3.350688759985e-02	  3.797402522045e-03	  1.868521071982e-02	  0.000000000000e+00	  6.828355352979e+01	  1.453916896092e-01	  3.090783175338e+01	  1.330815141267e+02	  1.284343363514e+02	  8.310893802418e-01	  1.025915854980e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.357000000000e+03	  8.420305456500e+00	  1.041873948829e-03	  3.351380683818e-02	  3.798171326301e-03	  1.868905474112e-02	  0.000000000000e+00	  6.828355352981e+01	  1.453916899713e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802419e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.358000000000e+03	  8.420305456500e+00	  1.038039406458e-03	  3.352070901445e-02	  3.798938234774e-03	  1.869288928349e-02	  0.000000000000e+00	  6.828355352982e+01	  1.453916900877e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802420e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.359000000000e+03	  8.420305456500e+00	  1.034214331138e-03	  3.352759415003e-02	  3.799703249831e-03	  1.869671435881e-02	  0.000000000000e+00	  6.828355352987e+01	  1.453916907982e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802423e-01	  1.025915854981e-02	  1.910650113031e+00	  1.019961177004e+00	
  1.360000000000e+03	  8.420305456500e+00	  1.030398710993e-03	  3.353446226629e-02	  3.800466373872e-03	  1.870052997895e-02	  0.000000000000e+00	  6.828355352979e+01	  1.453916895711e-01	  3.090783175338e+01	  1.330815141267e+02	  1.284343363514e+02	  8.310893802418e-01	  1.025915854980e-02	  1.910650113033e+00	  1.019961177004e+00	
  1.361000000000e+03	  8.420305456500e+00	  1.026592534149e-03	  3.354131338461e-02	  3.801227609234e-03	  1.870433615580e-02	  0.000000000000e+00	  6.828355352983e+01	  1.453916902987e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363513e+02	  8.310893802421e-01	  1.025915854981e-02	  1.910650113032e+00	  1.019961177004e+00	
  1.362000000000e+03	  8.420305456500e+00	  1.022795788731e-03	  3.354814752636e-02	  3.801986958322e-03	  1.870813290122e-02	  0.000000000000e+00	  6.828355352980e+01	  1.453916898117e-01	  3.090783175338e+01	  1.330815141266e+02	  1.284343363514e+02	  8.310893802419e-01	  1.025915854981e-02	  1.910650113033e+00	  1.019961177004e+00	
